Results,Entity,Line,Column,CheckID,Check Name,Ignored,Note,Severity
    "Violation: getBigtableConfig defined but not called.","getBigtableConfig","26","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getBigtableReadOptions defined but not called.","getBigtableReadOptions","31","22","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getServiceFactory defined but not called.","getServiceFactory","37","25","RECOMMENDED_13","Unused Functions","","",""
    "Violation: equals defined but not called.","equals","42","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: hashCode defined but not called.","hashCode","56","13","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toBuilder defined but not called.","toBuilder","68","26","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","76","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","78","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setBigtableReadOptions defined but not called.","setBigtableReadOptions","92","28","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setServiceFactory defined but not called.","setServiceFactory","100","28","RECOMMENDED_13","Unused Functions","","",""
    "Violation: build defined but not called.","build","108","20","RECOMMENDED_13","Unused Functions","","",""
  "<a id=""70"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_ReadChangeStream.java</a>","","","","","","","",""
    "Violation: AutoValue_BigtableIO_ReadChangeStream defined but not called.","AutoValue_BigtableIO_ReadChangeStream","33","10","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","bigtableConfig","34","21","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","tableId","35","23","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","startTime","36","24","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","endTime","37","24","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","changeStreamName","38","23","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","ExistingPipelineOptions","39","27","RECOMMENDED_18","Unused Local Variables","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_Read.java line: 85","AutoValue_BigtableIO_ReadChangeStream.java","197","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_Read.java line: 86","AutoValue_BigtableIO_ReadChangeStream.java","198","0","RECOMMENDED_20","Duplicate Code","","",""
  "<a id=""71"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_Write.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 283","AutoValue_BigtableIO_Write.java","141","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 275","AutoValue_BigtableIO_Write.java","149","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_Read.java line: 102","AutoValue_BigtableIO_Write.java","133","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_ReadChangeStream.java line: 198","AutoValue_BigtableIO_Write.java","117","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 282","AutoValue_BigtableIO_Write.java","140","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 274","AutoValue_BigtableIO_Write.java","148","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_Read.java line: 101","AutoValue_BigtableIO_Write.java","132","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_ReadChangeStream.java line: 197","AutoValue_BigtableIO_Write.java","116","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: getBigtableConfig defined but not called.","getBigtableConfig","37","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getBigtableWriteOptions defined but not called.","getBigtableWriteOptions","42","23","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getServiceFactory defined but not called.","getServiceFactory","48","25","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getBadRecordErrorHandler defined but not called.","getBadRecordErrorHandler","53","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getBadRecordRouter defined but not called.","getBadRecordRouter","58","18","RECOMMENDED_13","Unused Functions","","",""
    "Violation: equals defined but not called.","equals","63","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: hashCode defined but not called.","hashCode","79","13","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toBuilder defined but not called.","toBuilder","95","27","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","105","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","107","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setBigtableWriteOptions defined but not called.","setBigtableWriteOptions","123","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setServiceFactory defined but not called.","setServiceFactory","131","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setBadRecordErrorHandler defined but not called.","setBadRecordErrorHandler","139","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setBadRecordRouter defined but not called.","setBadRecordRouter","147","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: build defined but not called.","build","155","21","RECOMMENDED_13","Unused Functions","","",""
  "<a id=""72"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Read.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 98","AutoValue_PubsubIO_Read.java","116","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 63","AutoValue_PubsubIO_Read.java","91","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 97","AutoValue_PubsubIO_Read.java","115","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 62","AutoValue_PubsubIO_Read.java","90","0","RECOMMENDED_20","Duplicate Code","","",""
    "Max Length(200) Exceeded: {'CountLine': 461} lines.","AutoValue_PubsubIO_Read.java","0","0","RECOMMENDED_02","Files too long","","",""
    "Violation: getTopicProvider defined but not called.","getTopicProvider","95","48","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getDeadLetterTopicProvider defined but not called.","getDeadLetterTopicProvider","100","48","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getPubsubClientFactory defined but not called.","getPubsubClientFactory","105","35","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getSubscriptionProvider defined but not called.","getSubscriptionProvider","110","55","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getTimestampAttribute defined but not called.","getTimestampAttribute","115","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getIdAttribute defined but not called.","getIdAttribute","120","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getCoder defined but not called.","getCoder","125","11","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getParseFn defined but not called.","getParseFn","130","51","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getBeamSchema defined but not called.","getBeamSchema","135","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getTypeDescriptor defined but not called.","getTypeDescriptor","140","30","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getToRowFn defined but not called.","getToRowFn","145","41","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getFromRowFn defined but not called.","getFromRowFn","150","41","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getClock defined but not called.","getClock","155","18","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getNeedsAttributes defined but not called.","getNeedsAttributes","160","10","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getNeedsMessageId defined but not called.","getNeedsMessageId","165","10","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getNeedsOrderingKey defined but not called.","getNeedsOrderingKey","170","10","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 117","AutoValue_PubsubIO_Read.java","175","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: getBadRecordRouter defined but not called.","getBadRecordRouter","175","18","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 118","AutoValue_PubsubIO_Read.java","176","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 122","AutoValue_PubsubIO_Read.java","180","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: getBadRecordErrorHandler defined but not called.","getBadRecordErrorHandler","180","29","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_TypedWrite.java line: 215","AutoValue_PubsubIO_Read.java","181","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: equals defined but not called.","equals","185","17","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 143","AutoValue_PubsubIO_Read.java","207","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 144","AutoValue_PubsubIO_Read.java","208","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: hashCode defined but not called.","hashCode","214","13","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 173","AutoValue_PubsubIO_Read.java","249","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: toBuilder defined but not called.","toBuilder","256","27","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","280","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","282","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setTopicProvider defined but not called.","setTopicProvider","304","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setDeadLetterTopicProvider defined but not called.","setDeadLetterTopicProvider","309","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setPubsubClientFactory defined but not called.","setPubsubClientFactory","314","29","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 233","AutoValue_PubsubIO_Read.java","315","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 234","AutoValue_PubsubIO_Read.java","316","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: setSubscriptionProvider defined but not called.","setSubscriptionProvider","322","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setTimestampAttribute defined but not called.","setTimestampAttribute","327","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setIdAttribute defined but not called.","setIdAttribute","332","29","RECOMMENDED_13","Unused Functions","","",""
